
DATE,OSS_KEYWORD,USERS,SITE_VISITS,RANK,KEYWORD_CATEGORY
2021-10-21,halloween costumes for women,63.682008379,63.682008379,7,Holiday
2021-10-21,monitor,59.936007886,61.184674717,8,Computer
2021-10-21,nintendo switch,58.687341055,61.184674717,9,Toy & Games
2021-10-21,keyboard,57.438674224,62.433341548,10,Computer
2021-10-22,dune,152.258888863,157.464320961,1,Movie
2021-10-22,squid game costume,83.286913566,87.19098764,2,Clothing
2021-10-22,nintendo switch,71.574691346,74.177407395,3,Toy & Games
2021-10-22,ps5,55.958395052,57.259753077,4,Toy & Games
2021-10-22,halloween,55.958395052,55.958395052,4,Holiday
2021-10-22,kindle,54.657037028,57.259753077,6,Computer
2021-10-22,laptop,54.657037028,61.16382715,6,Computer
2021-10-22,toilet paper,53.355679003,53.355679003,8,Grocery
2021-10-22,monitor,50.752962954,53.355679003,9,Computer
2021-10-22,halloween costumes for women,49.45160493,50.752962954,10,Holiday
2021-10-22,office chair,49.45160493,50.752962954,10,Furniture
2021-10-22,ipad,49.45160493,50.752962954,10,Computer
2021-10-23,dune,181.543498097,184.62050654,1,Movie
2021-10-23,nintendo switch,95.387261712,100.002774376,2,Toy & Games
2021-10-23,squid game costume,93.848757491,100.002774376,3,Clothing
2021-10-23,halloween,87.694740606,92.31025327,4,Holiday
2021-10-23,amazon.,78.463715279,81.540723722,5,Amazon
2021-10-23,toilet paper,75.386706837,76.925211058,6,Grocery
2021-10-23,halloween costumes for women,69.232689952,69.232689952,7,Holiday
2021-10-23,lego,66.15568151,70.771194174,8,Toy & Games
2021-10-23,halloween costumes,66.15568151,67.694185731,8,Holiday
2021-10-23,kindle,64.617177289,64.617177289,10,Computer
2021-10-24,dune,208.718560794,215.866456712,1,Movie
2021-10-24,halloween costumes for men,138.669180802,140.098759985,2,Holiday
2021-10-24,nintendo switch,117.225493049,121.514230599,3,Toy & Games
2021-10-24,squid game costume,108.648017948,112.936755498,4,Clothing
2021-10-24,halloween costumes for women,98.640963663,101.50012203,5,Holiday
2021-10-24,eggs,94.352226112,95.781805296,6,Grocery
2021-10-24,toilet paper,82.915592644,85.774751011,7,Grocery
2021-10-24,air fryer,75.767696727,80.056434277,8,Appliance
2021-10-24,halloween,70.049379993,71.478959176,9,Holiday
2021-10-24,apple watch,67.190221625,68.619800809,10,Apple Watch
2021-10-25,dune,137.883863022,142.721893304,1,Movie
2021-10-25,halloween costumes for women,124.579279748,128.207802459,2,Holiday
2021-10-25,halloween costumes for men,104.017651052,110.065188904,3,Holiday
2021-10-25,squid game costume,96.76060563,99.17962077,4,Clothing
2021-10-25,nintendo switch,89.503560207,93.132082918,5,Toy & Games
2021-10-25,toilet paper,85.875037496,90.713067778,6,Grocery
2021-10-25,umbrella,78.617992074,79.827499644,7,Outdoor
2021-10-25,halloween,76.198976933,76.198976933,8,Holiday
2021-10-25,halloween costumes,74.989469363,78.617992074,9,Holiday
2021-10-25,office chair,68.941931511,72.570454222,10,Furniture
2021-10-26,dune,152.063910329,164.037446575,1,Movie
2021-10-26,ps5,129.314191461,132.906252335,2,Toy & Games
2021-10-26,halloween costumes for men,125.722130587,136.498313209,3,Holiday
2021-10-26,halloween costumes for women,106.564472593,106.564472593,4,Holiday
2021-10-26,squid game costume,105.367118968,106.564472593,5,Clothing
2021-10-26,toilet paper,85.012107349,90.998875472,6,Grocery
2021-10-26,kindle,71.841217478,73.038571103,7,Computer
2021-10-26,halloween costumes,71.841217478,77.827985601,7,Holiday
2021-10-26,nintendo switch,68.249156604,71.841217478,9,Toy & Games
2021-10-26,pixel 6 pro case,65.854449355,73.038571103,10,Cellphone
2021-10-27,dune,132.009799711,134.43199787,1,Movie
2021-10-27,squid game costume,88.410232834,89.621331914,2,Clothing
2021-10-27,halloween costumes for men,81.143638354,84.776935594,3,Holiday
2021-10-27,toilet paper,73.877043875,73.877043875,4,Grocery
2021-10-27,halloween costumes for women,72.665944795,73.877043875,5,Holiday
2021-10-27,ps5,72.665944795,73.877043875,5,Toy & Games
2021-10-27,nintendo switch,66.610449395,69.032647555,7,Toy & Games
2021-10-27,headphones,65.399350315,66.610449395,8,Computer
2021-10-27,airpods,62.977152156,62.977152156,9,Airpods
2021-10-27,halloween costumes,60.554953996,60.554953996,10,Holiday
2021-10-28,dune,92.069025089,96.979373093,1,Movie
2021-10-28,ps5,90.841438088,93.29661209,2,Toy & Games
2021-10-28,toilet paper,73.655220071,73.655220071,3,Grocery
2021-10-28,pixel 6 pro case,72.42763307,81.020742078,4,Cellphone
2021-10-28,halloween costumes for men,67.517285065,68.744872066,5,Holiday
2021-10-28,airpods,66.289698064,66.289698064,6,Airpods
2021-10-28,halloween,62.60693706,66.289698064,7,Holiday
2021-10-28,nintendo switch,61.379350059,65.062111063,8,Toy & Games
2021-10-28,office chair,56.469002054,60.151763058,9,Furniture
2021-10-28,halloween costumes for women,56.469002054,58.924176057,9,Holiday
2021-10-28,pixel 6 case,56.469002054,61.379350059,9,Cellphone
2021-10-29,dune,97.587165801,100.155249111,1,Movie
2021-10-29,pixel 6 case,75.758457661,80.894624282,2,Cellphone
2021-10-29,ps5,64.202082764,65.486124419,3,Toy & Games
2021-10-29,halloween,61.633999453,62.918041108,4,Holiday
2021-10-29,nintendo switch,57.781874487,60.349957798,5,Toy & Games
2021-10-29,headphones,57.781874487,59.065916143,5,Computer
2021-10-29,toilet paper,57.781874487,57.781874487,5,Grocery
2021-10-29,pixel 6 pro case,56.497832832,59.065916143,8,Cellphone
2021-10-29,laptop,56.497832832,59.065916143,8,Computer
2021-10-29,ipad,53.929749521,55.213791177,10,Computer
2021-10-30,dune,102.769787064,102.769787064,1,Movie
2021-10-30,nintendo switch,74.470860191,74.470860191,2,Toy & Games
2021-10-30,pixel 6 case,71.492025784,78.939111803,3,Cellphone
2021-10-30,fire tv stick,70.00260858,72.981442988,4,TV
2021-10-30,halloween,68.513191376,74.470860191,5,Holiday
2021-10-30,toilet paper,67.023774172,68.513191376,6,Grocery
2021-10-30,ps5,61.066105357,62.555522561,7,Toy & Games
2021-10-30,laptop,61.066105357,67.023774172,7,Computer
2021-10-30,desk,59.576688153,62.555522561,9,Furniture
2021-10-30,ipad,59.576688153,59.576688153,9,Computer
2021-10-30,air fryer,59.576688153,64.044939765,9,Appliance
2021-10-31,halloween,121.79339621,124.625800773,1,Holiday
2021-10-31,nintendo switch,83.555934609,86.388339172,2,Toy & Games
2021-10-31,dune,80.723530046,82.139732328,3,Movie
2021-10-31,office chair,73.642518639,76.474923202,4,Furniture
2021-10-31,kindle,70.810114076,73.642518639,5,Computer
2021-10-31,headphones,63.729102668,63.729102668,6,Computer
2021-10-31,laptop,62.312900386,66.561507231,7,Computer
2021-10-31,pixel 6 case,60.896698105,75.05872092,8,Cellphone
2021-10-31,toilet paper,60.896698105,66.561507231,8,Grocery
2021-10-31,lego,59.480495823,63.729102668,10,Toy & Games
2021-11-01,dune,93.36424837,94.546074299,1,Movie
2021-11-01,jai bhim,91.000596512,109.909811372,2,Movie
2021-11-01,toilet paper,83.90964094,86.273292798,3,Grocery
2021-11-01,airpods,81.545989083,82.727815011,4,Airpods
2021-11-01,nintendo switch,80.364163154,80.364163154,5,Toy & Games
2021-11-01,ipad,72.091381653,74.45503351,6,Computer
2021-11-01,monitor,70.909555724,75.636859439,7,Computer
2021-11-01,headphones,63.818600152,66.182252009,8,Computer
2021-11-01,laptop,60.273122365,63.818600152,9,Computer
2021-11-01,lego,57.909470508,60.273122365,10,Toy & Games
2021-11-01,ps5,57.909470508,57.909470508,10,Toy & Games
2021-11-02,jai bhim,107.112076249,116.528522513,1,Movie
2021-11-02,airpods,100.049741552,101.226797335,2,Airpods
2021-11-02,nintendo switch,98.872685769,102.403853118,3,Toy & Games
2021-11-02,ps5,85.925072156,92.987406854,4,Toy & Games
2021-11-02,airpods pro,84.748016373,84.748016373,5,Airpods
2021-11-02,ipad,84.748016373,89.456239505,5,Computer
2021-11-02,dune,70.623346978,71.800402761,7,Movie
2021-11-02,monitor,68.269235412,70.623346978,8,Computer
2021-11-02,toilet paper,65.915123846,68.269235412,9,Grocery
2021-11-02,wireless earbuds,58.852789148,62.383956497,10,Computer
2021-11-02,space heater,58.852789148,62.383956497,10,Appliance
2021-11-03,nintendo switch,81.424561256,84.964759571,1,Toy & Games
2021-11-03,monitor,80.244495151,84.964759571,2,Computer
2021-11-03,ps5,77.88436294,79.064429045,3,Toy & Games
2021-11-03,jai bhim,73.16409852,83.784693466,4,Movie
2021-11-03,dune,68.443834099,70.803966309,5,Movie
2021-11-03,laptop,68.443834099,73.16409852,5,Computer
2021-11-03,airpods,66.083701889,67.263767994,7,Airpods
2021-11-03,ipad,63.723569678,64.903635784,8,Computer
2021-11-03,toilet paper,63.723569678,66.083701889,8,Grocery
2021-11-03,air fryer,62.543503573,67.263767994,10,Appliance
2021-11-04,nintendo switch,80.673019239,81.859387169,1,Toy & Games
2021-11-04,laptop,80.673019239,81.859387169,1,Computer
2021-11-04,ipad,80.673019239,83.045755099,1,Computer
2021-11-04,airpods,80.673019239,84.232123029,1,Airpods
2021-11-04,monitor,62.87750029,66.43660408,5,Computer
2021-11-04,elden ring,61.69113236,71.1820758,6,Toy & Games
2021-11-04,toilet paper,60.50476443,60.50476443,7,Grocery
2021-11-04,headphones,59.3183965,61.69113236,8,Computer
2021-11-04,space heater,56.94566064,58.13202857,9,Appliance
2021-11-04,kindle,56.94566064,56.94566064,9,Computer
2021-11-05,ps5,94.526846332,96.982089094,1,Toy & Games
2021-11-05,nintendo switch,87.161118046,88.388739427,2,Toy & Games
2021-11-05,laptop,69.974418713,71.202040094,3,Computer
2021-11-05,monitor,68.746797332,74.884904237,4,Computer
2021-11-05,airpods,66.29155457,71.202040094,5,Airpods
2021-11-05,ipad,62.608690428,67.519175951,6,Computer
2021-11-05,ssd,60.153447666,62.608690428,7,Computer
2021-11-05,animal crossing amiibo cards series 5,55.242962142,57.698204904,8,Toy & Games
2021-11-05,playstation 5,54.015340761,55.242962142,9,Toy & Games
2021-11-05,air fryer,54.015340761,57.698204904,9,Appliance
2021-11-06,nintendo switch,102.157296392,105.034966712,1,Toy & Games
2021-11-06,ps5,97.84079091,99.279626071,2,Toy & Games
2021-11-06,monitor,86.330109627,92.085450268,3,Computer
2021-11-06,airpods,84.891274466,87.768944787,4,Airpods
2021-11-06,ipad,76.258263504,79.135933824,5,Computer
2021-11-06,laptop,76.258263504,89.207779948,5,Computer
2021-11-06,headphones,73.380593183,74.819428343,7,Computer
2021-11-06,dune,73.380593183,73.380593183,7,Movie
2021-11-06,toilet paper,71.941758022,74.819428343,9,Grocery
2021-11-06,kindle,70.502922862,73.380593183,10,Computer
2021-11-07,dexter,109.009387986,115.822474735,1,Movie
2021-11-07,nintendo switch,103.558918587,103.558918587,2,Toy & Games
2021-11-07,monitor,98.108449187,102.196301237,3,Computer
2021-11-07,yellowstone season 4,94.020597138,100.833683887,4,Movie
2021-11-07,ps5,87.207510389,89.932745089,5,Toy & Games
2021-11-07,ipad,84.482275689,85.844893039,6,Computer
2021-11-07,headphones,81.75704099,83.119658339,7,Computer
2021-11-07,dune,79.03180629,80.39442364,8,Movie
2021-11-07,airpods,79.03180629,79.03180629,8,Airpods
2021-11-07,lego,79.03180629,79.03180629,8,Toy & Games
2021-11-08,nintendo switch,99.130886328,100.297132049,1,Toy & Games
2021-11-08,airpods,80.470954784,82.803446227,2,Airpods
2021-11-08,toilet paper,79.304709062,81.637200505,3,Grocery
2021-11-08,ps5,78.138463341,83.969691948,4,Toy & Games
2021-11-08,webcam,75.805971898,87.468429113,5,Computer
2021-11-08,kindle,74.639726176,78.138463341,6,Computer
2021-11-08,yellowstone season 4,69.97474329,72.307234733,7,Movie
2021-11-08,dexter,66.476006126,71.140989012,8,Movie
2021-11-08,apple watch,66.476006126,67.642251847,8,Apple Watch
2021-11-08,ipad,62.977268961,62.977268961,10,Computer
2021-11-08,air fryer,62.977268961,65.309760404,10,Appliance
2021-11-08,monitor,62.977268961,65.309760404,10,Computer
2021-11-09,nintendo switch,100.047086286,103.537100924,1,Toy & Games
2021-11-09,airpods,81.433674884,82.597013097,2,Airpods
2021-11-09,ps5,74.453645608,77.943660246,3,Toy & Games
2021-11-09,no time to die,73.290307396,77.943660246,4,Movie
2021-11-09,laptop,65.146939907,68.636954545,5,Computer
2021-11-09,toilet paper,63.983601695,65.146939907,6,Grocery
2021-11-09,ipad,58.166910631,60.493587057,7,Computer
2021-11-09,mouse pad,57.003572419,67.473616332,8,Computer
2021-11-09,paper towels,57.003572419,59.330248844,8,Grocery
2021-11-09,monitor,54.676895994,61.656925269,10,Computer
2021-11-10,nintendo switch,93.294538236,95.626901692,1,Toy & Games
2021-11-10,airpods,85.13126614,89.795993052,2,Airpods
2021-11-10,monitor,69.970903677,73.469448861,3,Computer
2021-11-10,ps5,66.472358493,67.638540221,4,Toy & Games
2021-11-10,laptop,61.807631581,67.638540221,5,Computer
2021-11-10,air fryer,60.641449853,64.139995037,6,Appliance
2021-11-10,ipad,59.475268125,60.641449853,7,Computer
2021-11-10,gift cards,55.976722941,55.976722941,8,Gift Card
2021-11-10,toilet paper,55.976722941,57.142904669,8,Grocery
2021-11-10,lego,53.644359486,57.142904669,10,Toy & Games
2021-11-10,ssd,53.644359486,53.644359486,10,Computer
2021-11-11,nintendo switch,109.750507422,109.750507422,1,Toy & Games
2021-11-11,airpods,82.312880566,84.698761163,2,Airpods
2021-11-11,laptop,79.92699997,85.891701461,3,Computer
2021-11-11,ps5,73.96229848,78.734059672,4,Toy & Games
2021-11-11,prime video,70.383477586,73.96229848,5,Amazon
2021-11-11,monitor,69.190537288,73.96229848,6,Computer
2021-11-11,office chair,66.804656692,71.576417884,7,Furniture
2021-11-11,gaming chair,66.804656692,73.96229848,7,Furniture
2021-11-11,lego,65.611716394,70.383477586,9,Toy & Games
2021-11-11,air fryer,63.225835797,64.418776096,10,Appliance
2021-11-11,headphones,63.225835797,64.418776096,10,Computer
2021-11-12,nintendo switch,105.71740217,106.932544724,1,Toy & Games
2021-11-12,ps5,88.705406419,92.35083408,2,Toy & Games
2021-11-12,airpods,82.62969365,85.059978758,3,Airpods
2021-11-12,monitor,78.984265989,81.414551096,4,Computer
2021-11-12,ipad,74.123695774,76.553980882,5,Computer
2021-11-12,prime videos,70.478268113,72.908553221,6,Amazon
2021-11-12,prime video,70.478268113,74.123695774,6,Amazon
2021-11-12,shin megami tensei v,69.26312556,77.769123435,8,Toy & Games
2021-11-12,lego,68.047983006,71.693410667,9,Toy & Games
2021-11-12,laptop,61.972270238,65.617697899,10,Computer
2021-11-13,nintendo switch,102.46187501,116.692690983,1,Toy & Games
2021-11-13,prime videos,92.500303828,98.192630217,2,Amazon
2021-11-13,headphones,89.654140633,91.077222231,3,Computer
2021-11-13,laptop,81.115651049,85.384895841,4,Computer
2021-11-13,ps5,81.115651049,82.538732647,4,Toy & Games
2021-11-13,prime video,79.692569452,88.231059036,6,Amazon
2021-11-13,monitor,78.269487855,88.231059036,7,Computer
2021-11-13,airpods,72.577161465,74.000243062,8,Airpods
2021-11-13,air fryer,69.73099827,74.000243062,9,Appliance
2021-11-13,ipad,68.307916673,72.577161465,10,Computer
2021-11-14,nintendo switch,119.934505374,128.019977647,1,Toy & Games
2021-11-14,airpods,102.415982118,106.458718254,2,Airpods
2021-11-14,prime videos,97.025667269,102.415982118,3,Amazon
2021-11-14,monitor,87.592616285,92.982931133,4,Computer
2021-11-14,lego,84.897458861,87.592616285,5,Toy & Games
2021-11-14,eggs,83.549880149,83.549880149,6,Grocery
2021-11-14,ps5,82.202301436,83.549880149,7,Toy & Games
2021-11-14,laptop,82.202301436,84.897458861,7,Computer
2021-11-14,ipad,75.464407876,79.507144012,9,Computer
2021-11-14,ssd,74.116829164,76.811986588,10,Computer
2021-11-15,xbox series x,136.076281798,139.535848285,1,Computer
2021-11-15,nintendo switch,121.084827024,125.697582339,2,Toy & Games
2021-11-15,ps5,84.182784502,86.48916216,3,Toy & Games
2021-11-15,ipad,78.416840358,84.182784502,4,Computer
2021-11-15,air fryer,77.26365153,78.416840358,5,Appliance
2021-11-15,airpods,72.650896214,73.804085043,6,Airpods
2021-11-15,monitor,72.650896214,77.26365153,6,Computer
2021-11-15,eggs,68.038140899,69.191329728,8,Grocery
2021-11-15,christmas tree,68.038140899,71.497707386,8,Holiday
2021-11-15,lego,66.88495207,66.88495207,10,Toy & Games
2021-11-16,nintendo switch,123.760951977,127.23088521,1,Toy & Games
2021-11-16,airpods,90.218264058,92.53155288,2,Airpods
2021-11-16,ipad,71.711953482,76.338531126,3,Computer
2021-11-16,xbox series x,71.711953482,74.025242304,3,Computer
2021-11-16,headphones,70.555309071,72.868597893,5,Computer
2021-11-16,toilet paper,68.242020249,70.555309071,6,Grocery
2021-11-16,ps5,65.928731427,68.242020249,7,Toy & Games
2021-11-16,monitor,61.302153783,63.615442605,8,Computer
2021-11-16,iphone 13 pro max case,60.145509372,63.615442605,9,Cellphone
2021-11-16,laptop,60.145509372,64.772087016,9,Computer
2021-11-17,nintendo switch,111.512333156,116.158680371,1,Toy & Games
2021-11-17,monitor,76.664729045,77.826315848,2,Computer
2021-11-17,airpods,75.503142241,76.664729045,3,Airpods
2021-11-17,xbox series x,74.341555437,78.987902652,4,Computer
2021-11-17,lego,74.341555437,76.664729045,4,Toy & Games
2021-11-17,headphones,70.856795026,72.01838183,6,Computer
2021-11-17,laptop,70.856795026,73.179968634,6,Computer
2021-11-17,ipad,66.210447811,69.695208223,8,Computer
2021-11-17,toilet paper,63.887274204,67.372034615,9,Grocery
2021-11-17,kindle,63.887274204,63.887274204,9,Computer
2021-11-18,wheel of time,112.706627487,125.620928553,1,Book
2021-11-18,nintendo switch,110.358572748,116.228709596,2,Toy & Games
2021-11-18,ipad,83.355943246,90.400107464,3,Computer
2021-11-18,airpods,82.181915876,84.529970615,4,Airpods
2021-11-18,monitor,81.007888506,83.355943246,5,Computer
2021-11-18,laptop,77.485806397,89.226080094,6,Computer
2021-11-18,air fryer,69.26761481,69.26761481,7,Appliance
2021-11-18,pokemon brilliant diamond,65.745532701,70.441642179,8,Toy & Games
2021-11-18,prime videos,64.571505331,68.09358744,9,Amazon
2021-11-18,headphones,63.397477961,66.91956007,10,Computer
2021-11-19,wheel of time,144.799152489,159.400747698,1,Book
2021-11-19,nintendo switch,124.113559276,128.980757679,2,Toy & Games
2021-11-19,prime videos,99.777567261,100.994366862,3,Amazon
2021-11-19,pokemon brilliant diamond,94.910368858,98.560767661,4,Toy & Games
2021-11-19,kindle,91.259970056,91.259970056,5,Computer
2021-11-19,ps5,86.392771653,88.826370855,6,Toy & Games
2021-11-19,monitor,85.175972052,86.392771653,7,Computer
2021-11-19,airpods,80.308773649,81.52557325,8,Airpods
2021-11-19,lego,77.875174448,82.742372851,9,Toy & Games
2021-11-19,black friday deals 2021,70.574376843,71.791176444,10,Sales
2021-11-20,nintendo switch,187.924144798,195.096822081,1,Toy & Games
2021-11-20,kindle,114.762836518,120.500978344,2,Computer
2021-11-20,lego,114.762836518,119.066442887,2,Toy & Games
2021-11-20,wheel of time,109.024694692,117.631907431,4,Book
2021-11-20,airpods,98.982946497,101.85201741,5,Airpods
2021-11-20,ipad,93.244804671,97.54841104,6,Computer
2021-11-20,prime videos,88.941198301,93.244804671,7,Amazon
2021-11-20,ps5,84.637591932,86.072127389,8,Toy & Games
2021-11-20,laptop,84.637591932,87.506662845,8,Computer
2021-11-20,christmas tree,83.203056476,83.203056476,10,Holiday
2021-11-21,nintendo switch,190.188405848,206.726528095,1,Toy & Games
2021-11-21,airpods,122.657740003,125.414093711,2,Airpods
2021-11-21,headphones,111.632325171,117.145032587,3,Computer
2021-11-21,kindle,110.254148317,111.632325171,4,Computer
2021-11-21,lego,107.49779461,117.145032587,5,Toy & Games
2021-11-21,air fryer,104.741440902,104.741440902,6,Appliance
2021-11-21,ipad,103.363264048,108.875971464,7,Computer
2021-11-21,wheel of time,103.363264048,107.49779461,7,Book
2021-11-21,black friday deals 2021,101.985087194,104.741440902,9,Sales
2021-11-21,oculus quest 2,95.094202924,107.49779461,10,Movie
2021-11-21,xbox series x,95.094202924,99.228733486,10,Computer
2021-11-22,nintendo switch,203.165808718,213.921645651,1,Toy & Games
2021-11-22,ps5,158.947367997,163.727739967,2,Toy & Games
2021-11-22,airpods,151.776810043,158.947367997,3,Airpods
2021-11-22,airpods pro,136.240601141,144.606252088,4,Airpods
2021-11-22,laptop,119.509299246,125.484764208,5,Computer
2021-11-22,black friday deals 2021,96.802532389,101.582904359,6,Sales
2021-11-22,lego,95.607439397,103.973090344,7,Toy & Games
2021-11-22,tv,95.607439397,105.168183337,7,TV
2021-11-22,ipad,95.607439397,106.363276329,7,Computer
2021-11-22,monitor,94.412346404,101.582904359,10,Computer
2021-11-23,ps5,275.133169668,288.584124629,1,Toy & Games
2021-11-23,nintendo switch,174.8624145,185.867741287,2,Toy & Games
2021-11-23,playstation 5,173.639600412,184.644927199,3,Toy & Games
2021-11-23,airpods,172.416786325,188.313369461,4,Airpods
2021-11-23,airpods pro,134.509549615,144.292062315,5,Airpods
2021-11-23,laptop,121.058594654,134.509549615,6,Computer
2021-11-23,monitor,117.390152391,125.949851003,7,Computer
2021-11-23,ipad,116.167338304,123.504222829,8,Computer
2021-11-23,black friday deals 2021,114.944524217,122.281408741,9,Sales
2021-11-23,ps5 console,101.493569255,106.384825605,10,Toy & Games
2021-11-24,xbox series x,199.495567071,216.336101954,1,Computer
2021-11-24,nintendo switch,195.609289791,202.086418592,2,Toy & Games
2021-11-24,ps5,182.655032189,187.836735229,3,Toy & Games
2021-11-24,airpods,168.405348826,177.473329148,4,Airpods
2021-11-24,black friday deals 2021,161.928220025,178.768754908,5,Sales
2021-11-24,airpods pro,150.269388184,159.337368505,6,Airpods
2021-11-24,ipad,142.496833622,145.087685143,7,Computer
2021-11-24,laptop,124.36087298,129.54257602,8,Computer
2021-11-24,oculus quest 2,116.588318418,124.36087298,9,Movie
2021-11-24,kindle,115.292892658,119.179169939,10,Computer
2021-11-25,nintendo switch,415.008596627,443.520637617,1,Toy & Games
2021-11-25,airpods,369.072530588,388.080557915,2,Airpods
2021-11-25,monitor,308.880444055,331.056475935,3,Computer
2021-11-25,laptop,308.880444055,334.22448049,3,Computer
2021-11-25,ipad,285.120409897,300.960432669,5,Computer
2021-11-25,airpods pro,259.776373461,274.032393956,6,Airpods
2021-11-25,ps5,258.192371184,274.032393956,7,Toy & Games
2021-11-25,kindle,239.184343858,253.440364352,8,Computer
2021-11-25,apple watch,237.60034158,247.104355244,9,Apple Watch
2021-11-25,air fryer,223.344321086,231.264332472,10,Appliance
2021-11-26,nintendo switch,701.38741519,750.154638332,1,Toy & Games
2021-11-26,airpods,567.994716595,590.943998074,2,Airpods
2021-11-26,laptop,466.157280034,499.146872159,3,Computer
2021-11-26,monitor,461.854289757,480.500580958,4,Computer
2021-11-26,air fryer,444.642328648,471.894600404,5,Appliance
2021-11-26,ipad,427.430367539,447.510988833,6,Computer
2021-11-26,airpods pro,385.834794859,415.9557268,7,Airpods
2021-11-26,lego,382.966134674,410.21840643,8,Toy & Games
2021-11-26,apple watch,382.966134674,398.743765691,8,Apple Watch
2021-11-26,ps5,362.88551338,384.400464766,10,Toy & Games
2021-11-27,nintendo switch,286.936240567,294.293580069,1,Toy & Games
2021-11-27,ps5,248.678075158,257.50688256,2,Toy & Games
2021-11-27,airpods,219.248717151,222.191652952,3,Airpods
2021-11-27,monitor,217.777249251,225.134588753,4,Computer
2021-11-27,airpods pro,214.83431345,220.720185052,5,Airpods
2021-11-27,ipad,194.233762845,203.062570248,6,Computer
2021-11-27,laptop,192.762294945,210.419909749,7,Computer
2021-11-27,air fryer,176.576148041,182.462019643,8,Appliance
2021-11-27,kindle,173.633212241,185.404955443,9,Computer
2021-11-27,headphones,166.275872739,170.69027644,10,Computer
2021-11-27,ssd,166.275872739,175.104680141,10,Computer
2021-11-28,nintendo switch,326.353527411,338.591784689,1,Toy & Games
2021-11-28,laptop,227.087662824,244.765145559,2,Computer
2021-11-28,monitor,213.489599182,243.405339194,3,Computer
2021-11-28,kindle,183.573859169,191.732697354,4,Computer
2021-11-28,ipad,172.695408255,183.573859169,5,Computer
2021-11-28,lego,163.176763706,165.896376434,6,Toy & Games
2021-11-28,airpods,146.859087335,150.938506428,7,Airpods
2021-11-28,airpods pro,146.859087335,155.01792552,7,Airpods
2021-11-28,apple watch,141.419861878,146.859087335,9,Apple Watch
2021-11-28,headphones,140.060055514,146.859087335,10,Computer
2021-11-29,nintendo switch,496.201415827,521.354482989,1,Toy & Games
2021-11-29,ipad,356.716225203,368.149437549,2,Computer
2021-11-29,airpods,354.429582734,364.719473845,3,Airpods
2021-11-29,monitor,347.569655326,363.576152611,4,Computer
2021-11-29,lego,328.133194337,352.142940264,5,Toy & Games
2021-11-29,apple watch,321.27326693,332.706479276,6,Apple Watch
2021-11-29,laptop,318.98662446,353.286261499,7,Computer
2021-11-29,air fryer,270.967132606,289.26027236,8,Appliance
2021-11-29,airpods pro,257.247277791,273.253775075,9,Airpods
2021-11-29,kindle,250.387350383,268.680490137,10,Computer
2021-11-30,nintendo switch,191.539460636,197.274175027,1,Toy & Games
2021-11-30,monitor,120.429002196,122.722887953,2,Computer
2021-11-30,air fryer,118.13511644,122.722887953,3,Appliance
2021-11-30,airpods,105.518744782,110.106516294,4,Airpods
2021-11-30,ps5,103.224859025,106.66568766,5,Toy & Games
2021-11-30,kindle,98.637087513,103.224859025,6,Computer
2021-11-30,ipad,96.343201757,99.784030391,7,Computer
2021-11-30,headphones,96.343201757,96.343201757,7,Computer
2021-11-30,lego,90.608487367,95.196258879,9,Toy & Games
2021-11-30,gift cards,88.314601611,89.461544489,10,Gift Card
2021-12-01,nintendo switch,137.220896888,139.527130449,1,Toy & Games
2021-12-01,smsxon,96.861809568,109.546094154,2,Miscellaneous
2021-12-01,christmas decorations,91.096225665,93.402459226,3,Holiday
2021-12-01,gift cards,79.565057859,80.71817464,4,Gift Card
2021-12-01,monitor,76.105707517,81.87129142,5,Computer
2021-12-01,ps5,76.105707517,77.258824298,5,Toy & Games
2021-12-01,ipad,74.952590737,79.565057859,7,Computer
2021-12-01,christmas tree,74.952590737,79.565057859,7,Holiday
2021-12-01,christmas lights,74.952590737,77.258824298,7,Holiday
2021-12-01,headphones,73.799473956,74.952590737,10,Computer
2021-12-01,oculus quest 2,73.799473956,77.258824298,10,Movie
2021-12-01,laptop,73.799473956,79.565057859,10,Computer
2021-12-02,nintendo switch,126.2431847,130.918858208,1,Toy & Games
2021-12-02,christmas decorations,87.668878264,90.006715018,2,Holiday
2021-12-02,air fryer,79.486449626,81.82428638,3,Appliance
2021-12-02,lego,78.317531249,80.655368003,4,Toy & Games
2021-12-02,wheel of time,78.317531249,84.162123134,4,Book
2021-12-02,gift cards,78.317531249,81.82428638,4,Gift Card
2021-12-02,christmas tree,74.810776119,81.82428638,7,Holiday
2021-12-02,headphones,70.135102611,74.810776119,8,Computer
2021-12-02,smsxon,64.290510727,66.628347481,9,Miscellaneous
2021-12-02,christmas lights,64.290510727,65.459429104,9,Holiday
2021-12-02,monitor,64.290510727,71.304020988,9,Computer
2021-12-03,wheel of time,135.396899939,146.277007969,1,Book
2021-12-03,nintendo switch,132.979098154,132.979098154,2,Toy & Games
2021-12-03,smsxon,108.801080308,113.636683877,3,Miscellaneous
2021-12-03,gift cards,103.965476739,105.174377631,4,Gift Card
2021-12-03,lego,91.876467816,93.085368708,5,Toy & Games
2021-12-03,amazon gift card,79.787458892,80.996359785,6,Gift Card
2021-12-03,live chat,79.787458892,83.414161569,6,Amazon
2021-12-03,kindle,77.369657108,79.787458892,8,Computer
